Episode	Accumulated Reward	Length	Steps
330	-21	21	9928
331	-23	23	9951
332	-21	21	9972
333	-19	19	9991
334	-19	19	10010
335	-19	19	10029
336	-19	19	10048
337	-23	23	10071
338	-19	19	10090
339	-21	21	10111
340	-21	21	10132
341	-24	24	10156
342	-17	17	10173
343	-19	19	10192
344	-19	19	10211
345	-19	19	10230
346	-29	29	10259
347	-24	24	10283
348	-25	25	10308
349	-21	21	10329
350	-19	19	10348
351	-20	20	10368
352	-33	33	10401
353	-19	19	10420
354	-28	28	10448
355	-23	23	10471
356	-20	20	10491
357	-23	23	10514
358	-123	24	10538
359	-23	23	10561
360	-22	22	10583
361	-31	31	10614
362	-23	23	10637
363	-22	22	10659
364	-19	19	10678
365	-22	22	10700
366	-21	21	10721
367	-20	20	10741
368	-20	20	10761
369	-29	29	10790
370	-26	26	10816
371	-18	18	10834
372	-28	28	10862
373	-20	20	10882
374	-21	21	10903
375	-25	25	10928
376	-19	19	10947
377	-21	21	10968
378	-17	17	10985
379	-21	21	11006
380	-21	21	11027
381	-21	21	11048
382	-22	22	11070
383	-17	17	11087
384	-19	19	11106
385	-118	19	11125
386	-19	19	11144
387	-21	21	11165
388	-19	19	11184
389	-140	41	11225
390	-21	21	11246
391	-18	18	11264
392	-17	17	11281
393	-21	21	11302
394	-17	17	11319
395	-18	18	11337
396	-20	20	11357
397	-21	21	11378
398	-19	19	11397
399	-24	24	11421
400	-19	19	11440
401	-20	20	11460
402	-19	19	11479
403	-21	21	11500
404	-17	17	11517
405	-17	17	11534
406	-17	17	11551
407	-20	20	11571
408	-21	21	11592
409	-117	18	11610
410	-23	23	11633
411	-21	21	11654
412	-18	18	11672
413	-121	22	11694
414	-223	25	11719
415	-22	22	11741
416	-19	19	11760
417	-21	21	11781
418	-21	21	11802
419	-17	17	11819
420	-19	19	11838
421	-17	17	11855
422	-17	17	11872
423	-17	17	11889
424	-18	18	11907
425	-19	19	11926
426	-22	22	11948
427	-17	17	11965
428	-19	19	11984
429	-21	21	12005
430	-17	17	12022
431	-17	17	12039
432	-18	18	12057
433	-18	18	12075
434	-17	17	12092
435	-19	19	12111
436	-17	17	12128
437	-17	17	12145
438	-18	18	12163
439	-19	19	12182
440	-19	19	12201
441	-19	19	12220
442	-18	18	12238
443	-17	17	12255
444	-20	20	12275
445	-22	22	12297
446	-22	22	12319
447	-17	17	12336
448	-17	17	12353
449	-17	17	12370
450	-17	17	12387
451	-27	27	12414
452	-17	17	12431
453	-25	25	12456
454	-118	19	12475
455	-21	21	12496
456	-18	18	12514
457	-17	17	12531
458	-17	17	12548
459	-17	17	12565
460	-20	20	12585
461	-17	17	12602
462	-23	23	12625
463	-21	21	12646
464	-20	20	12666
465	-20	20	12686
466	-17	17	12703
467	-17	17	12720
468	-19	19	12739
469	-18	18	12757
470	-18	18	12775
471	-22	22	12797
472	-18	18	12815
473	-19	19	12834
474	-17	17	12851
475	-19	19	12870
476	-19	19	12889
477	-28	28	12917
478	-23	23	12940
479	-17	17	12957
480	-18	18	12975
481	-17	17	12992
482	-17	17	13009
483	-32	32	13041
484	-19	19	13060
485	-17	17	13077
486	-19	19	13096
487	-21	21	13117
488	-24	24	13141
489	-23	23	13164
490	-19	19	13183
491	-19	19	13202
492	-17	17	13219
493	-17	17	13236
494	-17	17	13253
495	-25	25	13278
496	-18	18	13296
497	-17	17	13313
498	-20	20	13333
499	-24	24	13357
