Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
137	-21	21	2597	137	-21	21	2597	137	-21	21	2597	137	-21	21	2597	137	-21	21	2597	137	-21	21	2597	137	-21	21	2597	137	-21	21	2597	137	-21	21	2597	137	-21	21	2597
138	-20	20	2617	138	-20	20	2617	138	-20	20	2617	138	-20	20	2617	138	-20	20	2617	138	-20	20	2617	138	-20	20	2617	138	-20	20	2617	138	-20	20	2617	138	-20	20	2617
139	-19	19	2636	139	-19	19	2636	139	-19	19	2636	139	-19	19	2636	139	-19	19	2636	139	-19	19	2636	139	-19	19	2636	139	-19	19	2636	139	-19	19	2636	139	-19	19	2636
140	-17	17	2653	140	-17	17	2653	140	-17	17	2653	140	-17	17	2653	140	-17	17	2653	140	-17	17	2653	140	-17	17	2653	140	-17	17	2653	140	-17	17	2653	140	-17	17	2653
141	-18	18	2671	141	-18	18	2671	141	-18	18	2671	141	-18	18	2671	141	-18	18	2671	141	-18	18	2671	141	-18	18	2671	141	-18	18	2671	141	-18	18	2671	141	-18	18	2671
142	-19	19	2690	142	-19	19	2690	142	-19	19	2690	142	-19	19	2690	142	-19	19	2690	142	-19	19	2690	142	-19	19	2690	142	-19	19	2690	142	-19	19	2690	142	-19	19	2690
143	-17	17	2707	143	-17	17	2707	143	-17	17	2707	143	-17	17	2707	143	-17	17	2707	143	-17	17	2707	143	-17	17	2707	143	-17	17	2707	143	-17	17	2707	143	-17	17	2707
144	-20	20	2727	144	-20	20	2727	144	-20	20	2727	144	-20	20	2727	144	-20	20	2727	144	-20	20	2727	144	-20	20	2727	144	-20	20	2727	144	-20	20	2727	144	-20	20	2727
145	-19	19	2746	145	-19	19	2746	145	-19	19	2746	145	-19	19	2746	145	-19	19	2746	145	-19	19	2746	145	-19	19	2746	145	-19	19	2746	145	-19	19	2746	145	-19	19	2746
146	-20	20	2766	146	-20	20	2766	146	-20	20	2766	146	-20	20	2766	146	-20	20	2766	146	-20	20	2766	146	-20	20	2766	146	-20	20	2766	146	-20	20	2766	146	-20	20	2766
147	-22	22	2788	147	-22	22	2788	147	-22	22	2788	147	-22	22	2788	147	-22	22	2788	147	-22	22	2788	147	-22	22	2788	147	-22	22	2788	147	-22	22	2788	147	-22	22	2788
148	-17	17	2805	148	-17	17	2805	148	-17	17	2805	148	-17	17	2805	148	-17	17	2805	148	-17	17	2805	148	-17	17	2805	148	-17	17	2805	148	-17	17	2805	148	-17	17	2805
149	-18	18	2823	149	-18	18	2823	149	-18	18	2823	149	-18	18	2823	149	-18	18	2823	149	-18	18	2823	149	-18	18	2823	149	-18	18	2823	149	-18	18	2823	149	-18	18	2823
150	-17	17	2840	150	-17	17	2840	150	-17	17	2840	150	-17	17	2840	150	-17	17	2840	150	-17	17	2840	150	-17	17	2840	150	-17	17	2840	150	-17	17	2840	150	-17	17	2840
151	-17	17	2857	151	-17	17	2857	151	-17	17	2857	151	-17	17	2857	151	-17	17	2857	151	-17	17	2857	151	-17	17	2857	151	-17	17	2857	151	-17	17	2857	151	-17	17	2857
152	-20	20	2877	152	-20	20	2877	152	-20	20	2877	152	-20	20	2877	152	-20	20	2877	152	-20	20	2877	152	-20	20	2877	152	-20	20	2877	152	-20	20	2877	152	-20	20	2877
153	-19	19	2896	153	-19	19	2896	153	-19	19	2896	153	-19	19	2896	153	-19	19	2896	153	-19	19	2896	153	-19	19	2896	153	-19	19	2896	153	-19	19	2896	153	-19	19	2896
154	-19	19	2915	154	-19	19	2915	154	-19	19	2915	154	-19	19	2915	154	-19	19	2915	154	-19	19	2915	154	-19	19	2915	154	-19	19	2915	154	-19	19	2915	154	-19	19	2915
155	-19	19	2934	155	-19	19	2934	155	-19	19	2934	155	-19	19	2934	155	-19	19	2934	155	-19	19	2934	155	-19	19	2934	155	-19	19	2934	155	-19	19	2934	155	-19	19	2934
156	-19	19	2953	156	-19	19	2953	156	-19	19	2953	156	-19	19	2953	156	-19	19	2953	156	-19	19	2953	156	-19	19	2953	156	-19	19	2953	156	-19	19	2953	156	-19	19	2953
157	-17	17	2970	157	-17	17	2970	157	-17	17	2970	157	-17	17	2970	157	-17	17	2970	157	-17	17	2970	157	-17	17	2970	157	-17	17	2970	157	-17	17	2970	157	-17	17	2970
158	-17	17	2987	158	-17	17	2987	158	-17	17	2987	158	-17	17	2987	158	-17	17	2987	158	-17	17	2987	158	-17	17	2987	158	-17	17	2987	158	-17	17	2987	158	-17	17	2987
159	-19	19	3006	159	-19	19	3006	159	-19	19	3006	159	-19	19	3006	159	-19	19	3006	159	-19	19	3006	159	-19	19	3006	159	-19	19	3006	159	-19	19	3006	159	-19	19	3006
160	-17	17	3023	160	-17	17	3023	160	-17	17	3023	160	-17	17	3023	160	-17	17	3023	160	-17	17	3023	160	-17	17	3023	160	-17	17	3023	160	-17	17	3023	160	-17	17	3023
161	-18	18	3041	161	-18	18	3041	161	-18	18	3041	161	-18	18	3041	161	-18	18	3041	161	-18	18	3041	161	-18	18	3041	161	-18	18	3041	161	-18	18	3041	161	-18	18	3041
162	-22	22	3063	162	-22	22	3063	162	-22	22	3063	162	-22	22	3063	162	-22	22	3063	162	-22	22	3063	162	-22	22	3063	162	-22	22	3063	162	-22	22	3063	162	-22	22	3063
163	-20	20	3083	163	-20	20	3083	163	-20	20	3083	163	-20	20	3083	163	-20	20	3083	163	-20	20	3083	163	-20	20	3083	163	-20	20	3083	163	-20	20	3083	163	-20	20	3083
164	-19	19	3102	164	-19	19	3102	164	-19	19	3102	164	-19	19	3102	164	-19	19	3102	164	-19	19	3102	164	-19	19	3102	164	-19	19	3102	164	-19	19	3102	164	-19	19	3102
165	-19	19	3121	165	-19	19	3121	165	-19	19	3121	165	-19	19	3121	165	-19	19	3121	165	-19	19	3121	165	-19	19	3121	165	-19	19	3121	165	-19	19	3121	165	-19	19	3121
166	-18	18	3139	166	-18	18	3139	166	-18	18	3139	166	-18	18	3139	166	-18	18	3139	166	-18	18	3139	166	-18	18	3139	166	-18	18	3139	166	-18	18	3139	166	-18	18	3139
167	-19	19	3158	167	-19	19	3158	167	-19	19	3158	167	-19	19	3158	167	-19	19	3158	167	-19	19	3158	167	-19	19	3158	167	-19	19	3158	167	-19	19	3158	167	-19	19	3158
168	-19	19	3177	168	-19	19	3177	168	-19	19	3177	168	-19	19	3177	168	-19	19	3177	168	-19	19	3177	168	-19	19	3177	168	-19	19	3177	168	-19	19	3177	168	-19	19	3177
169	-17	17	3194	169	-17	17	3194	169	-17	17	3194	169	-17	17	3194	169	-17	17	3194	169	-17	17	3194	169	-17	17	3194	169	-17	17	3194	169	-17	17	3194	169	-17	17	3194
170	-23	23	3217	170	-23	23	3217	170	-23	23	3217	170	-23	23	3217	170	-23	23	3217	170	-23	23	3217	170	-23	23	3217	170	-23	23	3217	170	-23	23	3217	170	-23	23	3217
171	-23	23	3240	171	-23	23	3240	171	-23	23	3240	171	-23	23	3240	171	-23	23	3240	171	-23	23	3240	171	-23	23	3240	171	-23	23	3240	171	-23	23	3240	171	-23	23	3240
172	-21	21	3261	172	-21	21	3261	172	-21	21	3261	172	-21	21	3261	172	-21	21	3261	172	-21	21	3261	172	-21	21	3261	172	-21	21	3261	172	-21	21	3261	172	-21	21	3261
173	-19	19	3280	173	-19	19	3280	173	-19	19	3280	173	-19	19	3280	173	-19	19	3280	173	-19	19	3280	173	-19	19	3280	173	-19	19	3280	173	-19	19	3280	173	-19	19	3280
174	-18	18	3298	174	-18	18	3298	174	-18	18	3298	174	-18	18	3298	174	-18	18	3298	174	-18	18	3298	174	-18	18	3298	174	-18	18	3298	174	-18	18	3298	174	-18	18	3298
175	-17	17	3315	175	-17	17	3315	175	-17	17	3315	175	-17	17	3315	175	-17	17	3315	175	-17	17	3315	175	-17	17	3315	175	-17	17	3315	175	-17	17	3315	175	-17	17	3315
176	-21	21	3336	176	-21	21	3336	176	-21	21	3336	176	-21	21	3336	176	-21	21	3336	176	-21	21	3336	176	-21	21	3336	176	-21	21	3336	176	-21	21	3336	176	-21	21	3336
177	-17	17	3353	177	-17	17	3353	177	-17	17	3353	177	-17	17	3353	177	-17	17	3353	177	-17	17	3353	177	-17	17	3353	177	-17	17	3353	177	-17	17	3353	177	-17	17	3353
178	-17	17	3370	178	-17	17	3370	178	-17	17	3370	178	-17	17	3370	178	-17	17	3370	178	-17	17	3370	178	-17	17	3370	178	-17	17	3370	178	-17	17	3370	178	-17	17	3370
179	-21	21	3391	179	-21	21	3391	179	-21	21	3391	179	-21	21	3391	179	-21	21	3391	179	-21	21	3391	179	-21	21	3391	179	-21	21	3391	179	-21	21	3391	179	-21	21	3391
180	-17	17	3408	180	-17	17	3408	180	-17	17	3408	180	-17	17	3408	180	-17	17	3408	180	-17	17	3408	180	-17	17	3408	180	-17	17	3408	180	-17	17	3408	180	-17	17	3408
181	-19	19	3427	181	-19	19	3427	181	-19	19	3427	181	-19	19	3427	181	-19	19	3427	181	-19	19	3427	181	-19	19	3427	181	-19	19	3427	181	-19	19	3427	181	-19	19	3427
182	-19	19	3446	182	-19	19	3446	182	-19	19	3446	182	-19	19	3446	182	-19	19	3446	182	-19	19	3446	182	-19	19	3446	182	-19	19	3446	182	-19	19	3446	182	-19	19	3446
183	-21	21	3467	183	-21	21	3467	183	-21	21	3467	183	-21	21	3467	183	-21	21	3467	183	-21	21	3467	183	-21	21	3467	183	-21	21	3467	183	-21	21	3467	183	-21	21	3467
184	-17	17	3484	184	-17	17	3484	184	-17	17	3484	184	-17	17	3484	184	-17	17	3484	184	-17	17	3484	184	-17	17	3484	184	-17	17	3484	184	-17	17	3484	184	-17	17	3484
185	-18	18	3502	185	-18	18	3502	185	-18	18	3502	185	-18	18	3502	185	-18	18	3502	185	-18	18	3502	185	-18	18	3502	185	-18	18	3502	185	-18	18	3502	185	-18	18	3502
186	-118	19	3521	186	-118	19	3521	186	-118	19	3521	186	-118	19	3521	186	-118	19	3521	186	-118	19	3521	186	-118	19	3521	186	-118	19	3521	186	-118	19	3521	186	-118	19	3521
187	-18	18	3539	187	-18	18	3539	187	-18	18	3539	187	-18	18	3539	187	-18	18	3539	187	-18	18	3539	187	-18	18	3539	187	-18	18	3539	187	-18	18	3539	187	-18	18	3539
188	-17	17	3556	188	-17	17	3556	188	-17	17	3556	188	-17	17	3556	188	-17	17	3556	188	-17	17	3556	188	-17	17	3556	188	-17	17	3556	188	-17	17	3556	188	-17	17	3556
189	-19	19	3575	189	-19	19	3575	189	-19	19	3575	189	-19	19	3575	189	-19	19	3575	189	-19	19	3575	189	-19	19	3575	189	-19	19	3575	189	-19	19	3575	189	-19	19	3575
190	-19	19	3594	190	-19	19	3594	190	-19	19	3594	190	-19	19	3594	190	-19	19	3594	190	-19	19	3594	190	-19	19	3594	190	-19	19	3594	190	-19	19	3594	190	-19	19	3594
191	-19	19	3613	191	-19	19	3613	191	-19	19	3613	191	-19	19	3613	191	-19	19	3613	191	-19	19	3613	191	-19	19	3613	191	-19	19	3613	191	-19	19	3613	191	-19	19	3613
192	-19	19	3632	192	-19	19	3632	192	-19	19	3632	192	-19	19	3632	192	-19	19	3632	192	-19	19	3632	192	-19	19	3632	192	-19	19	3632	192	-19	19	3632	192	-19	19	3632
193	-24	24	3656	193	-24	24	3656	193	-24	24	3656	193	-24	24	3656	193	-24	24	3656	193	-24	24	3656	193	-24	24	3656	193	-24	24	3656	193	-24	24	3656	193	-24	24	3656
194	-20	20	3676	194	-20	20	3676	194	-20	20	3676	194	-20	20	3676	194	-20	20	3676	194	-20	20	3676	194	-20	20	3676	194	-20	20	3676	194	-20	20	3676	194	-20	20	3676
195	-18	18	3694	195	-18	18	3694	195	-18	18	3694	195	-18	18	3694	195	-18	18	3694	195	-18	18	3694	195	-18	18	3694	195	-18	18	3694	195	-18	18	3694	195	-18	18	3694
196	-119	20	3714	196	-119	20	3714	196	-119	20	3714	196	-119	20	3714	196	-119	20	3714	196	-119	20	3714	196	-119	20	3714	196	-119	20	3714	196	-119	20	3714	196	-119	20	3714
197	-19	19	3733	197	-19	19	3733	197	-19	19	3733	197	-19	19	3733	197	-19	19	3733	197	-19	19	3733	197	-19	19	3733	197	-19	19	3733	197	-19	19	3733	197	-19	19	3733
198	-19	19	3752	198	-19	19	3752	198	-19	19	3752	198	-19	19	3752	198	-19	19	3752	198	-19	19	3752	198	-19	19	3752	198	-19	19	3752	198	-19	19	3752	198	-19	19	3752
199	-17	17	3769	199	-17	17	3769	199	-17	17	3769	199	-17	17	3769	199	-17	17	3769	199	-17	17	3769	199	-17	17	3769	199	-17	17	3769	199	-17	17	3769	199	-17	17	3769
