Episode	Accumulated Reward	Length	Steps
0	-2700	1215	1215
1	-974	578	1793
2	-38	38	1831
3	-99	99	1930
4	-65	65	1995
5	-81	81	2076
6	-361	163	2239
7	-57	57	2296
8	-35	35	2331
9	-309	111	2442
10	-164	65	2507
11	-17	17	2524
12	-17	17	2541
13	-21	21	2562
14	-339	240	2802
15	-61	61	2863
16	-60	60	2923
17	-37	37	2960
18	-24	24	2984
19	-737	143	3127
20	-27	27	3154
21	-29	29	3183
22	-19	19	3202
23	-31	31	3233
24	-27	27	3260
25	-25	25	3285
26	-23	23	3308
27	-17	17	3325
28	-18	18	3343
29	-21	21	3364
30	-17	17	3381
31	-17	17	3398
32	-19	19	3417
33	-25	25	3442
34	-20	20	3462
35	-22	22	3484
36	-17	17	3501
37	-27	27	3528
38	-30	30	3558
39	-21	21	3579
40	-21	21	3600
41	-20	20	3620
42	-23	23	3643
43	-21	21	3664
44	-125	26	3690
45	-17	17	3707
46	-17	17	3724
47	-23	23	3747
48	-19	19	3766
49	-17	17	3783
50	-25	25	3808
51	-19	19	3827
52	-17	17	3844
53	-19	19	3863
54	-19	19	3882
55	-17	17	3899
56	-19	19	3918
57	-17	17	3935
58	-22	22	3957
59	-19	19	3976
60	-19	19	3995
61	-26	26	4021
62	-17	17	4038
63	-17	17	4055
64	-17	17	4072
65	-22	22	4094
66	-19	19	4113
67	-20	20	4133
68	-23	23	4156
69	-24	24	4180
70	-18	18	4198
71	-20	20	4218
72	-120	21	4239
73	-19	19	4258
74	-19	19	4277
75	-18	18	4295
76	-21	21	4316
77	-18	18	4334
78	-17	17	4351
79	-21	21	4372
80	-17	17	4389
81	-17	17	4406
82	-18	18	4424
83	-17	17	4441
84	-17	17	4458
85	-18	18	4476
86	-21	21	4497
87	-17	17	4514
88	-23	23	4537
89	-20	20	4557
90	-17	17	4574
91	-17	17	4591
92	-19	19	4610
93	-23	23	4633
94	-17	17	4650
95	-25	25	4675
96	-17	17	4692
97	-19	19	4711
98	-19	19	4730
99	-18	18	4748
100	-21	21	4769
101	-17	17	4786
102	-20	20	4806
103	-17	17	4823
104	-17	17	4840
105	-22	22	4862
106	-20	20	4882
107	-21	21	4903
108	-17	17	4920
109	-17	17	4937
110	-20	20	4957
111	-18	18	4975
112	-17	17	4992
113	-18	18	5010
114	-17	17	5027
115	-19	19	5046
116	-19	19	5065
117	-18	18	5083
118	-24	24	5107
119	-19	19	5126
120	-17	17	5143
121	-17	17	5160
122	-18	18	5178
123	-17	17	5195
124	-22	22	5217
125	-21	21	5238
126	-23	23	5261
127	-19	19	5280
128	-18	18	5298
129	-18	18	5316
130	-17	17	5333
131	-17	17	5350
132	-21	21	5371
133	-117	18	5389
134	-22	22	5411
135	-17	17	5428
136	-17	17	5445
137	-17	17	5462
138	-18	18	5480
139	-24	24	5504
140	-19	19	5523
141	-26	26	5549
142	-18	18	5567
143	-18	18	5585
144	-19	19	5604
145	-21	21	5625
146	-17	17	5642
147	-19	19	5661
148	-19	19	5680
149	-24	24	5704
150	-19	19	5723
151	-19	19	5742
152	-25	25	5767
153	-23	23	5790
154	-19	19	5809
155	-19	19	5828
156	-22	22	5850
157	-17	17	5867
158	-21	21	5888
159	-19	19	5907
160	-17	17	5924
161	-17	17	5941
162	-17	17	5958
163	-19	19	5977
164	-17	17	5994
165	-17	17	6011
166	-19	19	6030
167	-25	25	6055
168	-17	17	6072
169	-22	22	6094
170	-19	19	6113
171	-20	20	6133
172	-19	19	6152
173	-21	21	6173
174	-23	23	6196
175	-19	19	6215
176	-17	17	6232
177	-17	17	6249
178	-20	20	6269
179	-17	17	6286
180	-17	17	6303
181	-17	17	6320
182	-19	19	6339
183	-17	17	6356
184	-17	17	6373
185	-20	20	6393
186	-19	19	6412
187	-17	17	6429
188	-20	20	6449
189	-22	22	6471
190	-28	28	6499
191	-120	21	6520
192	-20	20	6540
193	-19	19	6559
194	-27	27	6586
195	-22	22	6608
196	-19	19	6627
197	-18	18	6645
198	-19	19	6664
199	-17	17	6681
200	-19	19	6700
201	-19	19	6719
202	-20	20	6739
203	-18	18	6757
204	-17	17	6774
205	-19	19	6793
206	-17	17	6810
207	-19	19	6829
208	-19	19	6848
209	-21	21	6869
210	-24	24	6893
211	-25	25	6918
212	-17	17	6935
213	-17	17	6952
214	-17	17	6969
215	-17	17	6986
216	-21	21	7007
217	-21	21	7028
218	-17	17	7045
219	-17	17	7062
220	-20	20	7082
221	-17	17	7099
222	-20	20	7119
223	-119	20	7139
