Episode	Accumulated Reward	Length	Steps
224	-17	17	7156
225	-23	23	7179
226	-17	17	7196
227	-23	23	7219
228	-17	17	7236
229	-17	17	7253
230	-19	19	7272
231	-17	17	7289
232	-20	20	7309
233	-19	19	7328
234	-17	17	7345
235	-17	17	7362
236	-18	18	7380
237	-18	18	7398
238	-23	23	7421
239	-23	23	7444
240	-17	17	7461
241	-17	17	7478
242	-122	23	7501
243	-19	19	7520
244	-19	19	7539
245	-21	21	7560
246	-21	21	7581
247	-19	19	7600
248	-17	17	7617
249	-18	18	7635
250	-17	17	7652
251	-28	28	7680
252	-20	20	7700
253	-17	17	7717
254	-17	17	7734
255	-17	17	7751
256	-19	19	7770
257	-19	19	7789
258	-21	21	7810
259	-21	21	7831
260	-20	20	7851
261	-20	20	7871
262	-21	21	7892
263	-17	17	7909
264	-18	18	7927
265	-17	17	7944
266	-19	19	7963
267	-17	17	7980
268	-20	20	8000
269	-22	22	8022
270	-24	24	8046
271	-17	17	8063
272	-17	17	8080
273	-22	22	8102
274	-23	23	8125
275	-21	21	8146
276	-18	18	8164
277	-17	17	8181
278	-23	23	8204
279	-23	23	8227
280	-20	20	8247
281	-17	17	8264
282	-19	19	8283
283	-20	20	8303
284	-22	22	8325
285	-28	28	8353
286	-22	22	8375
287	-19	19	8394
288	-17	17	8411
289	-17	17	8428
290	-21	21	8449
291	-23	23	8472
292	-19	19	8491
293	-20	20	8511
294	-20	20	8531
295	-18	18	8549
296	-17	17	8566
297	-21	21	8587
298	-18	18	8605
299	-18	18	8623
300	-19	19	8642
301	-19	19	8661
302	-19	19	8680
303	-19	19	8699
304	-18	18	8717
305	-21	21	8738
306	-17	17	8755
307	-21	21	8776
308	-19	19	8795
309	-17	17	8812
310	-17	17	8829
311	-17	17	8846
312	-19	19	8865
313	-25	25	8890
314	-19	19	8909
315	-18	18	8927
316	-20	20	8947
317	-17	17	8964
318	-20	20	8984
319	-23	23	9007
320	-17	17	9024
321	-21	21	9045
322	-21	21	9066
323	-17	17	9083
324	-18	18	9101
325	-17	17	9118
326	-22	22	9140
327	-17	17	9157
328	-20	20	9177
329	-21	21	9198
330	-17	17	9215
331	-25	25	9240
332	-20	20	9260
333	-20	20	9280
334	-22	22	9302
335	-17	17	9319
336	-19	19	9338
337	-18	18	9356
338	-27	27	9383
339	-19	19	9402
340	-17	17	9419
341	-17	17	9436
342	-21	21	9457
343	-21	21	9478
344	-17	17	9495
345	-17	17	9512
346	-20	20	9532
347	-124	25	9557
348	-18	18	9575
349	-19	19	9594
350	-20	20	9614
351	-18	18	9632
352	-19	19	9651
353	-26	26	9677
354	-18	18	9695
355	-20	20	9715
356	-117	18	9733
357	-18	18	9751
358	-17	17	9768
359	-17	17	9785
360	-19	19	9804
361	-17	17	9821
362	-22	22	9843
363	-18	18	9861
364	-19	19	9880
365	-19	19	9899
366	-19	19	9918
367	-25	25	9943
368	-21	21	9964
369	-17	17	9981
370	-17	17	9998
371	-17	17	10015
372	-19	19	10034
373	-17	17	10051
374	-18	18	10069
375	-21	21	10090
376	-22	22	10112
377	-21	21	10133
378	-19	19	10152
379	-17	17	10169
380	-120	21	10190
381	-20	20	10210
382	-19	19	10229
383	-24	24	10253
384	-21	21	10274
385	-17	17	10291
386	-17	17	10308
387	-25	25	10333
388	-22	22	10355
389	-23	23	10378
390	-19	19	10397
391	-23	23	10420
392	-21	21	10441
393	-17	17	10458
394	-20	20	10478
395	-17	17	10495
396	-17	17	10512
397	-17	17	10529
398	-20	20	10549
399	-23	23	10572
400	-21	21	10593
401	-17	17	10610
402	-26	26	10636
403	-21	21	10657
404	-18	18	10675
405	-22	22	10697
406	-18	18	10715
407	-21	21	10736
408	-17	17	10753
409	-20	20	10773
410	-27	27	10800
411	-19	19	10819
412	-21	21	10840
413	-20	20	10860
414	-17	17	10877
415	-17	17	10894
416	-22	22	10916
417	-20	20	10936
418	-19	19	10955
419	-17	17	10972
420	-22	22	10994
421	-17	17	11011
422	-18	18	11029
423	-27	27	11056
424	-17	17	11073
425	-19	19	11092
426	-17	17	11109
427	-19	19	11128
428	-21	21	11149
429	-17	17	11166
430	-23	23	11189
431	-20	20	11209
432	-21	21	11230
433	-20	20	11250
434	-19	19	11269
435	-19	19	11288
436	-19	19	11307
437	-19	19	11326
438	-17	17	11343
439	-21	21	11364
440	-26	26	11390
441	-19	19	11409
442	-19	19	11428
443	-19	19	11447
444	-21	21	11468
445	-17	17	11485
446	-18	18	11503
447	-19	19	11522
448	-21	21	11543
449	-18	18	11561
450	-17	17	11578
451	-17	17	11595
452	-23	23	11618
453	-19	19	11637
454	-17	17	11654
455	-17	17	11671
456	-21	21	11692
457	-21	21	11713
458	-19	19	11732
459	-18	18	11750
460	-19	19	11769
461	-20	20	11789
462	-21	21	11810
463	-19	19	11829
464	-18	18	11847
465	-17	17	11864
466	-19	19	11883
467	-18	18	11901
468	-19	19	11920
469	-17	17	11937
470	-20	20	11957
471	-17	17	11974
472	-20	20	11994
473	-17	17	12011
474	-17	17	12028
475	-17	17	12045
476	-20	20	12065
477	-17	17	12082
478	-19	19	12101
479	-17	17	12118
480	-19	19	12137
481	-20	20	12157
482	-21	21	12178
483	-17	17	12195
484	-19	19	12214
485	-18	18	12232
486	-18	18	12250
487	-19	19	12269
488	-17	17	12286
489	-19	19	12305
490	-119	20	12325
491	-17	17	12342
492	-17	17	12359
493	-20	20	12379
494	-21	21	12400
495	-23	23	12423
496	-17	17	12440
497	-18	18	12458
498	-17	17	12475
499	-21	21	12496
