Episode	Accumulated Reward	Length	Steps
263	-22	22	7318
264	-19	19	7337
265	-17	17	7354
266	-17	17	7371
267	-19	19	7390
268	-18	18	7408
269	-26	26	7434
270	-23	23	7457
271	-18	18	7475
272	-20	20	7495
273	-19	19	7514
274	-20	20	7534
275	-17	17	7551
276	-21	21	7572
277	-21	21	7593
278	-19	19	7612
279	-18	18	7630
280	-17	17	7647
281	-18	18	7665
282	-19	19	7684
283	-17	17	7701
284	-22	22	7723
285	-20	20	7743
286	-17	17	7760
287	-124	25	7785
288	-21	21	7806
289	-19	19	7825
290	-17	17	7842
291	-21	21	7863
292	-18	18	7881
293	-20	20	7901
294	-18	18	7919
295	-22	22	7941
296	-19	19	7960
297	-119	20	7980
298	-19	19	7999
299	-19	19	8018
300	-25	25	8043
301	-19	19	8062
302	-17	17	8079
303	-18	18	8097
304	-17	17	8114
305	-18	18	8132
306	-20	20	8152
307	-17	17	8169
308	-21	21	8190
309	-23	23	8213
310	-17	17	8230
311	-23	23	8253
312	-20	20	8273
313	-17	17	8290
314	-23	23	8313
315	-19	19	8332
316	-21	21	8353
317	-23	23	8376
318	-22	22	8398
319	-17	17	8415
320	-17	17	8432
321	-21	21	8453
322	-20	20	8473
323	-17	17	8490
324	-17	17	8507
325	-17	17	8524
326	-18	18	8542
327	-17	17	8559
328	-21	21	8580
329	-17	17	8597
330	-17	17	8614
331	-17	17	8631
332	-18	18	8649
333	-21	21	8670
334	-20	20	8690
335	-19	19	8709
336	-17	17	8726
337	-17	17	8743
338	-18	18	8761
339	-17	17	8778
340	-23	23	8801
341	-17	17	8818
342	-23	23	8841
343	-18	18	8859
344	-17	17	8876
345	-20	20	8896
346	-17	17	8913
347	-18	18	8931
348	-19	19	8950
349	-119	20	8970
350	-22	22	8992
351	-26	26	9018
352	-20	20	9038
353	-17	17	9055
354	-19	19	9074
355	-19	19	9093
356	-19	19	9112
357	-20	20	9132
358	-17	17	9149
359	-20	20	9169
360	-17	17	9186
361	-29	29	9215
362	-19	19	9234
363	-19	19	9253
364	-21	21	9274
365	-19	19	9293
366	-27	27	9320
367	-17	17	9337
368	-21	21	9358
369	-17	17	9375
370	-17	17	9392
371	-19	19	9411
372	-21	21	9432
373	-19	19	9451
374	-21	21	9472
375	-17	17	9489
376	-17	17	9506
377	-22	22	9528
378	-25	25	9553
379	-21	21	9574
380	-24	24	9598
381	-18	18	9616
382	-17	17	9633
383	-22	22	9655
384	-18	18	9673
385	-18	18	9691
386	-18	18	9709
387	-18	18	9727
388	-18	18	9745
389	-20	20	9765
390	-17	17	9782
391	-19	19	9801
392	-17	17	9818
393	-18	18	9836
394	-17	17	9853
395	-20	20	9873
396	-19	19	9892
397	-17	17	9909
398	-19	19	9928
399	-19	19	9947
400	-20	20	9967
401	-23	23	9990
402	-17	17	10007
403	-18	18	10025
404	-17	17	10042
405	-19	19	10061
406	-18	18	10079
407	-24	24	10103
408	-20	20	10123
409	-18	18	10141
410	-19	19	10160
411	-17	17	10177
412	-21	21	10198
413	-19	19	10217
414	-23	23	10240
415	-23	23	10263
416	-19	19	10282
417	-17	17	10299
418	-17	17	10316
419	-18	18	10334
420	-18	18	10352
421	-17	17	10369
422	-18	18	10387
423	-18	18	10405
424	-23	23	10428
425	-20	20	10448
426	-117	18	10466
427	-18	18	10484
428	-219	21	10505
429	-18	18	10523
430	-18	18	10541
431	-18	18	10559
432	-19	19	10578
433	-21	21	10599
434	-18	18	10617
435	-20	20	10637
436	-24	24	10661
437	-18	18	10679
438	-19	19	10698
439	-20	20	10718
440	-17	17	10735
441	-21	21	10756
442	-17	17	10773
443	-17	17	10790
444	-17	17	10807
445	-21	21	10828
446	-117	18	10846
447	-17	17	10863
448	-18	18	10881
449	-17	17	10898
450	-19	19	10917
451	-17	17	10934
452	-17	17	10951
453	-17	17	10968
454	-21	21	10989
455	-20	20	11009
456	-19	19	11028
457	-17	17	11045
458	-17	17	11062
459	-17	17	11079
460	-17	17	11096
461	-19	19	11115
462	-17	17	11132
463	-17	17	11149
464	-19	19	11168
465	-117	18	11186
466	-18	18	11204
467	-18	18	11222
468	-19	19	11241
469	-25	25	11266
470	-17	17	11283
471	-17	17	11300
472	-20	20	11320
473	-19	19	11339
474	-18	18	11357
475	-21	21	11378
476	-120	21	11399
477	-17	17	11416
478	-117	18	11434
479	-19	19	11453
480	-17	17	11470
481	-17	17	11487
482	-19	19	11506
483	-18	18	11524
484	-19	19	11543
485	-18	18	11561
486	-17	17	11578
487	-18	18	11596
488	-21	21	11617
489	-21	21	11638
490	-19	19	11657
491	-20	20	11677
492	-19	19	11696
493	-19	19	11715
494	-19	19	11734
495	-18	18	11752
496	-18	18	11770
497	-21	21	11791
498	-21	21	11812
499	-19	19	11831
