Episode	Accumulated Reward	Length	Steps
0	-3610	1630	1630
1	-73	73	1703
2	-471	273	1976
3	-575	278	2254
4	-231	132	2386
5	-30	30	2416
6	-324	225	2641
7	-57	57	2698
8	-40	40	2738
9	-30	30	2768
10	-30	30	2798
11	-521	422	3220
12	-41	41	3261
13	-27	27	3288
14	-21	21	3309
15	-21	21	3330
16	-21	21	3351
17	-25	25	3376
18	-21	21	3397
19	-25	25	3422
20	-25	25	3447
21	-23	23	3470
22	-29	29	3499
23	-29	29	3528
24	-19	19	3547
25	-23	23	3570
26	-21	21	3591
27	-24	24	3615
28	-23	23	3638
29	-25	25	3663
30	-21	21	3684
31	-24	24	3708
32	-24	24	3732
33	-22	22	3754
34	-21	21	3775
35	-22	22	3797
36	-37	37	3834
37	-34	34	3868
38	-23	23	3891
39	-21	21	3912
40	-24	24	3936
41	-327	228	4164
42	-32	32	4196
43	-471	273	4469
44	-424	226	4695
45	-44	44	4739
46	-48	48	4787
47	-446	347	5134
48	-157	58	5192
49	-196	97	5289
50	-17	17	5306
51	-197	98	5404
52	-341	143	5547
53	-58	58	5605
54	-780	483	6088
55	-89	89	6177
56	-155	155	6332
57	-120	120	6452
58	-30	30	6482
59	-19	19	6501
60	-20	20	6521
61	-21	21	6542
62	-23	23	6565
63	-21	21	6586
64	-19	19	6605
65	-19	19	6624
66	-22	22	6646
67	-25	25	6671
68	-20	20	6691
69	-20	20	6711
70	-19	19	6730
71	-20	20	6750
72	-20	20	6770
73	-19	19	6789
74	-27	27	6816
75	-19	19	6835
76	-19	19	6854
77	-19	19	6873
78	-24	24	6897
79	-19	19	6916
80	-21	21	6937
81	-22	22	6959
82	-31	31	6990
83	-23	23	7013
84	-20	20	7033
85	-24	24	7057
86	-25	25	7082
87	-20	20	7102
88	-21	21	7123
89	-21	21	7144
90	-21	21	7165
91	-19	19	7184
92	-27	27	7211
93	-230	32	7243
94	-23	23	7266
95	-20	20	7286
96	-21	21	7307
97	-23	23	7330
98	-19	19	7349
99	-19	19	7368
100	-21	21	7389
101	-23	23	7412
102	-21	21	7433
103	-22	22	7455
104	-27	27	7482
105	-19	19	7501
106	-19	19	7520
107	-22	22	7542
108	-27	27	7569
109	-21	21	7590
110	-24	24	7614
111	-28	28	7642
112	-19	19	7661
113	-20	20	7681
114	-19	19	7700
115	-138	39	7739
116	-19	19	7758
117	-22	22	7780
118	-23	23	7803
119	-24	24	7827
120	-19	19	7846
121	-31	31	7877
122	-25	25	7902
123	-19	19	7921
124	-27	27	7948
125	-22	22	7970
126	-23	23	7993
127	-25	25	8018
128	-43	43	8061
129	-42	42	8103
130	-42	42	8145
131	-20	20	8165
132	-19	19	8184
133	-27	27	8211
134	-29	29	8240
135	-22	22	8262
136	-26	26	8288
137	-19	19	8307
138	-19	19	8326
139	-25	25	8351
140	-27	27	8378
141	-19	19	8397
142	-20	20	8417
143	-20	20	8437
144	-119	20	8457
145	-20	20	8477
146	-22	22	8499
147	-20	20	8519
148	-19	19	8538
149	-23	23	8561
150	-21	21	8582
151	-27	27	8609
152	-21	21	8630
153	-35	35	8665
154	-20	20	8685
155	-20	20	8705
156	-19	19	8724
157	-19	19	8743
158	-31	31	8774
159	-19	19	8793
160	-19	19	8812
161	-21	21	8833
162	-19	19	8852
163	-47	47	8899
164	-40	40	8939
165	-21	21	8960
166	-19	19	8979
167	-23	23	9002
168	-22	22	9024
169	-28	28	9052
170	-19	19	9071
171	-25	25	9096
172	-20	20	9116
173	-20	20	9136
174	-21	21	9157
175	-32	32	9189
176	-21	21	9210
177	-23	23	9233
178	-29	29	9262
179	-19	19	9281
180	-22	22	9303
181	-24	24	9327
182	-23	23	9350
183	-41	41	9391
184	-29	29	9420
185	-21	21	9441
186	-21	21	9462
187	-21	21	9483
188	-21	21	9504
189	-23	23	9527
190	-19	19	9546
191	-21	21	9567
192	-19	19	9586
193	-41	41	9627
194	-20	20	9647
195	-20	20	9667
196	-24	24	9691
197	-21	21	9712
198	-19	19	9731
199	-19	19	9750
200	-21	21	9771
201	-26	26	9797
202	-128	29	9826
203	-31	31	9857
204	-22	22	9879
205	-24	24	9903
206	-20	20	9923
207	-22	22	9945
208	-23	23	9968
209	-19	19	9987
210	-20	20	10007
211	-20	20	10027
212	-21	21	10048
213	-21	21	10069
214	-22	22	10091
215	-19	19	10110
216	-44	44	10154
217	-21	21	10175
218	-21	21	10196
219	-19	19	10215
220	-30	30	10245
221	-24	24	10269
222	-21	21	10290
223	-119	20	10310
224	-22	22	10332
225	-20	20	10352
226	-19	19	10371
227	-23	23	10394
228	-19	19	10413
229	-29	29	10442
230	-21	21	10463
231	-21	21	10484
232	-22	22	10506
233	-20	20	10526
234	-40	40	10566
235	-29	29	10595
236	-22	22	10617
237	-28	28	10645
238	-41	41	10686
239	-24	24	10710
240	-22	22	10732
241	-34	34	10766
242	-21	21	10787
243	-23	23	10810
244	-39	39	10849
245	-38	38	10887
246	-19	19	10906
247	-25	25	10931
248	-35	35	10966
249	-21	21	10987
250	-22	22	11009
251	-19	19	11028
252	-19	19	11047
253	-20	20	11067
254	-21	21	11088
255	-19	19	11107
256	-19	19	11126
257	-21	21	11147
258	-19	19	11166
259	-19	19	11185
260	-19	19	11204
261	-19	19	11223
262	-30	30	11253
263	-21	21	11274
264	-27	27	11301
265	-20	20	11321
266	-35	35	11356
267	-31	31	11387
268	-46	46	11433
269	-24	24	11457
270	-25	25	11482
271	-21	21	11503
272	-20	20	11523
273	-19	19	11542
274	-19	19	11561
275	-26	26	11587
276	-21	21	11608
277	-19	19	11627
278	-25	25	11652
279	-19	19	11671
280	-20	20	11691
281	-19	19	11710
282	-21	21	11731
283	-19	19	11750
284	-19	19	11769
285	-121	22	11791
286	-36	36	11827
287	-23	23	11850
288	-27	27	11877
289	-25	25	11902
290	-19	19	11921
291	-23	23	11944
292	-19	19	11963
293	-22	22	11985
294	-22	22	12007
295	-22	22	12029
296	-21	21	12050
297	-21	21	12071
298	-31	31	12102
299	-30	30	12132
300	-22	22	12154
301	-20	20	12174
302	-19	19	12193
303	-21	21	12214
304	-19	19	12233
305	-23	23	12256
306	-21	21	12277
307	-23	23	12300
308	-21	21	12321
309	-19	19	12340
310	-19	19	12359
311	-22	22	12381
312	-25	25	12406
313	-28	28	12434
314	-22	22	12456
