Episode	Accumulated Reward	Length	Steps
138	-20	20	8380
139	-17	17	8397
140	-19	19	8416
141	-17	17	8433
142	-24	24	8457
143	-18	18	8475
144	-19	19	8494
145	-19	19	8513
146	-17	17	8530
147	-25	25	8555
148	-21	21	8576
149	-17	17	8593
150	-17	17	8610
151	-19	19	8629
152	-19	19	8648
153	-17	17	8665
154	-117	18	8683
155	-22	22	8705
156	-17	17	8722
157	-17	17	8739
158	-17	17	8756
159	-17	17	8773
160	-25	25	8798
161	-17	17	8815
162	-18	18	8833
163	-19	19	8852
164	-17	17	8869
165	-19	19	8888
166	-20	20	8908
167	-19	19	8927
168	-19	19	8946
169	-21	21	8967
170	-45	45	9012
171	-25	25	9037
172	-19	19	9056
173	-17	17	9073
174	-22	22	9095
175	-17	17	9112
176	-17	17	9129
177	-18	18	9147
178	-18	18	9165
179	-17	17	9182
180	-17	17	9199
181	-18	18	9217
182	-18	18	9235
183	-21	21	9256
184	-19	19	9275
185	-24	24	9299
186	-22	22	9321
187	-21	21	9342
188	-19	19	9361
189	-17	17	9378
190	-19	19	9397
191	-20	20	9417
192	-17	17	9434
193	-21	21	9455
194	-21	21	9476
195	-19	19	9495
196	-22	22	9517
197	-18	18	9535
198	-26	26	9561
199	-20	20	9581
200	-17	17	9598
201	-17	17	9615
202	-20	20	9635
203	-19	19	9654
204	-18	18	9672
205	-17	17	9689
206	-27	27	9716
207	-17	17	9733
208	-20	20	9753
209	-20	20	9773
210	-21	21	9794
211	-25	25	9819
212	-19	19	9838
213	-19	19	9857
214	-20	20	9877
215	-17	17	9894
216	-19	19	9913
217	-17	17	9930
218	-20	20	9950
219	-126	27	9977
220	-17	17	9994
221	-18	18	10012
222	-20	20	10032
223	-19	19	10051
224	-17	17	10068
225	-20	20	10088
226	-117	18	10106
227	-19	19	10125
228	-19	19	10144
229	-22	22	10166
230	-18	18	10184
231	-19	19	10203
232	-21	21	10224
233	-19	19	10243
234	-19	19	10262
235	-19	19	10281
236	-22	22	10303
237	-18	18	10321
238	-17	17	10338
239	-19	19	10357
240	-19	19	10376
241	-19	19	10395
242	-19	19	10414
243	-20	20	10434
244	-17	17	10451
245	-21	21	10472
246	-20	20	10492
247	-17	17	10509
248	-19	19	10528
249	-18	18	10546
250	-17	17	10563
251	-19	19	10582
252	-21	21	10603
253	-121	22	10625
254	-17	17	10642
255	-19	19	10661
256	-19	19	10680
257	-19	19	10699
258	-19	19	10718
259	-21	21	10739
260	-23	23	10762
261	-21	21	10783
262	-19	19	10802
263	-18	18	10820
264	-19	19	10839
265	-17	17	10856
266	-17	17	10873
267	-19	19	10892
268	-21	21	10913
269	-17	17	10930
270	-17	17	10947
271	-17	17	10964
272	-20	20	10984
273	-20	20	11004
274	-19	19	11023
275	-17	17	11040
276	-18	18	11058
277	-17	17	11075
278	-24	24	11099
279	-21	21	11120
280	-17	17	11137
281	-19	19	11156
282	-17	17	11173
283	-19	19	11192
284	-17	17	11209
285	-17	17	11226
286	-19	19	11245
287	-118	19	11264
288	-22	22	11286
289	-17	17	11303
290	-17	17	11320
291	-20	20	11340
292	-21	21	11361
293	-24	24	11385
294	-24	24	11409
295	-17	17	11426
296	-19	19	11445
297	-21	21	11466
298	-19	19	11485
299	-21	21	11506
300	-32	32	11538
301	-20	20	11558
302	-17	17	11575
303	-18	18	11593
304	-23	23	11616
305	-17	17	11633
306	-19	19	11652
307	-117	18	11670
308	-25	25	11695
309	-17	17	11712
310	-26	26	11738
311	-18	18	11756
312	-17	17	11773
313	-17	17	11790
314	-19	19	11809
315	-141	42	11851
316	-23	23	11874
317	-20	20	11894
318	-19	19	11913
319	-19	19	11932
320	-46	46	11978
321	-18	18	11996
322	-17	17	12013
323	-17	17	12030
324	-17	17	12047
325	-17	17	12064
326	-21	21	12085
327	-17	17	12102
328	-18	18	12120
329	-21	21	12141
330	-21	21	12162
331	-119	20	12182
332	-20	20	12202
333	-17	17	12219
334	-19	19	12238
335	-20	20	12258
336	-18	18	12276
337	-18	18	12294
338	-17	17	12311
339	-20	20	12331
340	-123	24	12355
341	-18	18	12373
342	-20	20	12393
343	-17	17	12410
344	-20	20	12430
345	-22	22	12452
346	-26	26	12478
347	-34	34	12512
348	-19	19	12531
349	-19	19	12550
350	-18	18	12568
351	-18	18	12586
352	-19	19	12605
353	-22	22	12627
354	-17	17	12644
355	-17	17	12661
356	-21	21	12682
357	-17	17	12699
358	-20	20	12719
359	-19	19	12738
360	-23	23	12761
361	-24	24	12785
362	-23	23	12808
363	-20	20	12828
364	-21	21	12849
365	-19	19	12868
366	-19	19	12887
367	-18	18	12905
368	-19	19	12924
369	-21	21	12945
370	-17	17	12962
371	-33	33	12995
372	-20	20	13015
373	-18	18	13033
374	-21	21	13054
375	-20	20	13074
376	-21	21	13095
377	-22	22	13117
378	-17	17	13134
379	-17	17	13151
380	-17	17	13168
381	-19	19	13187
382	-19	19	13206
383	-20	20	13226
384	-18	18	13244
385	-17	17	13261
386	-19	19	13280
387	-20	20	13300
388	-17	17	13317
389	-21	21	13338
390	-17	17	13355
391	-18	18	13373
392	-17	17	13390
393	-23	23	13413
394	-22	22	13435
395	-22	22	13457
396	-17	17	13474
397	-17	17	13491
398	-17	17	13508
399	-22	22	13530
400	-21	21	13551
401	-23	23	13574
402	-19	19	13593
403	-44	44	13637
404	-19	19	13656
405	-20	20	13676
406	-18	18	13694
407	-18	18	13712
408	-20	20	13732
409	-17	17	13749
410	-18	18	13767
411	-19	19	13786
412	-121	22	13808
413	-17	17	13825
414	-22	22	13847
415	-19	19	13866
416	-19	19	13885
417	-19	19	13904
418	-17	17	13921
419	-23	23	13944
420	-21	21	13965
421	-21	21	13986
422	-121	22	14008
423	-21	21	14029
424	-20	20	14049
425	-17	17	14066
426	-17	17	14083
427	-20	20	14103
428	-19	19	14122
429	-17	17	14139
430	-18	18	14157
431	-21	21	14178
432	-19	19	14197
433	-44	44	14241
434	-184	85	14326
435	-34	34	14360
436	-19	19	14379
437	-19	19	14398
438	-21	21	14419
439	-23	23	14442
440	-22	22	14464
441	-25	25	14489
442	-25	25	14514
443	-17	17	14531
444	-19	19	14550
445	-21	21	14571
446	-18	18	14589
447	-17	17	14606
448	-18	18	14624
449	-19	19	14643
450	-19	19	14662
451	-18	18	14680
452	-17	17	14697
453	-19	19	14716
454	-17	17	14733
455	-23	23	14756
456	-24	24	14780
457	-17	17	14797
458	-19	19	14816
459	-17	17	14833
460	-17	17	14850
461	-17	17	14867
462	-18	18	14885
463	-38	38	14923
464	-22	22	14945
465	-17	17	14962
466	-19	19	14981
467	-23	23	15004
468	-24	24	15028
469	-39	39	15067
470	-17	17	15084
471	-17	17	15101
472	-18	18	15119
473	-19	19	15138
474	-17	17	15155
475	-18	18	15173
476	-199	100	15273
477	-17	17	15290
478	-19	19	15309
479	-18	18	15327
480	-19	19	15346
481	-17	17	15363
482	-19	19	15382
483	-22	22	15404
484	-19	19	15423
485	-17	17	15440
486	-17	17	15457
487	-18	18	15475
488	-18	18	15493
489	-32	32	15525
490	-17	17	15542
491	-17	17	15559
492	-17	17	15576
493	-17	17	15593
494	-17	17	15610
495	-17	17	15627
496	-30	30	15657
497	-18	18	15675
498	-21	21	15696
499	-19	19	15715
