Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
171	-13	13	2744	171	-13	13	2744	171	-13	13	2744	171	-13	13	2744	171	-13	13	2744	171	-13	13	2744	171	-13	13	2744	171	-13	13	2744
172	-119	20	2764	172	-119	20	2764	172	-119	20	2764	172	-119	20	2764	172	-119	20	2764	172	-119	20	2764	172	-119	20	2764	172	-119	20	2764
173	-19	19	2783	173	-19	19	2783	173	-19	19	2783	173	-19	19	2783	173	-19	19	2783	173	-19	19	2783	173	-19	19	2783	173	-19	19	2783
174	-17	17	2800	174	-17	17	2800	174	-17	17	2800	174	-17	17	2800	174	-17	17	2800	174	-17	17	2800	174	-17	17	2800	174	-17	17	2800
175	-15	15	2815	175	-15	15	2815	175	-15	15	2815	175	-15	15	2815	175	-15	15	2815	175	-15	15	2815	175	-15	15	2815	175	-15	15	2815
176	-13	13	2828	176	-13	13	2828	176	-13	13	2828	176	-13	13	2828	176	-13	13	2828	176	-13	13	2828	176	-13	13	2828	176	-13	13	2828
177	-17	17	2845	177	-17	17	2845	177	-17	17	2845	177	-17	17	2845	177	-17	17	2845	177	-17	17	2845	177	-17	17	2845	177	-17	17	2845
178	-115	16	2861	178	-115	16	2861	178	-115	16	2861	178	-115	16	2861	178	-115	16	2861	178	-115	16	2861	178	-115	16	2861	178	-115	16	2861
179	-13	13	2874	179	-13	13	2874	179	-13	13	2874	179	-13	13	2874	179	-13	13	2874	179	-13	13	2874	179	-13	13	2874	179	-13	13	2874
180	-129	30	2904	180	-129	30	2904	180	-129	30	2904	180	-129	30	2904	180	-129	30	2904	180	-129	30	2904	180	-129	30	2904	180	-129	30	2904
181	-13	13	2917	181	-13	13	2917	181	-13	13	2917	181	-13	13	2917	181	-13	13	2917	181	-13	13	2917	181	-13	13	2917	181	-13	13	2917
182	-13	13	2930	182	-13	13	2930	182	-13	13	2930	182	-13	13	2930	182	-13	13	2930	182	-13	13	2930	182	-13	13	2930	182	-13	13	2930
183	-13	13	2943	183	-13	13	2943	183	-13	13	2943	183	-13	13	2943	183	-13	13	2943	183	-13	13	2943	183	-13	13	2943	183	-13	13	2943
184	-227	29	2972	184	-227	29	2972	184	-227	29	2972	184	-227	29	2972	184	-227	29	2972	184	-227	29	2972	184	-227	29	2972	184	-227	29	2972
185	-17	17	2989	185	-17	17	2989	185	-17	17	2989	185	-17	17	2989	185	-17	17	2989	185	-17	17	2989	185	-17	17	2989	185	-17	17	2989
186	-19	19	3008	186	-19	19	3008	186	-19	19	3008	186	-19	19	3008	186	-19	19	3008	186	-19	19	3008	186	-19	19	3008	186	-19	19	3008
187	-13	13	3021	187	-13	13	3021	187	-13	13	3021	187	-13	13	3021	187	-13	13	3021	187	-13	13	3021	187	-13	13	3021	187	-13	13	3021
188	-124	25	3046	188	-124	25	3046	188	-124	25	3046	188	-124	25	3046	188	-124	25	3046	188	-124	25	3046	188	-124	25	3046	188	-124	25	3046
189	-127	28	3074	189	-127	28	3074	189	-127	28	3074	189	-127	28	3074	189	-127	28	3074	189	-127	28	3074	189	-127	28	3074	189	-127	28	3074
190	-234	36	3110	190	-234	36	3110	190	-234	36	3110	190	-234	36	3110	190	-234	36	3110	190	-234	36	3110	190	-234	36	3110	190	-234	36	3110
191	-13	13	3123	191	-13	13	3123	191	-13	13	3123	191	-13	13	3123	191	-13	13	3123	191	-13	13	3123	191	-13	13	3123	191	-13	13	3123
192	-13	13	3136	192	-13	13	3136	192	-13	13	3136	192	-13	13	3136	192	-13	13	3136	192	-13	13	3136	192	-13	13	3136	192	-13	13	3136
193	-15	15	3151	193	-15	15	3151	193	-15	15	3151	193	-15	15	3151	193	-15	15	3151	193	-15	15	3151	193	-15	15	3151	193	-15	15	3151
194	-15	15	3166	194	-15	15	3166	194	-15	15	3166	194	-15	15	3166	194	-15	15	3166	194	-15	15	3166	194	-15	15	3166	194	-15	15	3166
195	-13	13	3179	195	-13	13	3179	195	-13	13	3179	195	-13	13	3179	195	-13	13	3179	195	-13	13	3179	195	-13	13	3179	195	-13	13	3179
196	-13	13	3192	196	-13	13	3192	196	-13	13	3192	196	-13	13	3192	196	-13	13	3192	196	-13	13	3192	196	-13	13	3192	196	-13	13	3192
197	-15	15	3207	197	-15	15	3207	197	-15	15	3207	197	-15	15	3207	197	-15	15	3207	197	-15	15	3207	197	-15	15	3207	197	-15	15	3207
198	-128	29	3236	198	-128	29	3236	198	-128	29	3236	198	-128	29	3236	198	-128	29	3236	198	-128	29	3236	198	-128	29	3236	198	-128	29	3236
199	-15	15	3251	199	-15	15	3251	199	-15	15	3251	199	-15	15	3251	199	-15	15	3251	199	-15	15	3251	199	-15	15	3251	199	-15	15	3251
