Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
187	-33	33	11027	187	-33	33	11027	187	-33	33	11027	187	-33	33	11027	187	-33	33	11027	187	-33	33	11027	187	-33	33	11027
188	-28	28	11055	188	-28	28	11055	188	-28	28	11055	188	-28	28	11055	188	-28	28	11055	188	-28	28	11055	188	-28	28	11055
189	-17	17	11072	189	-17	17	11072	189	-17	17	11072	189	-17	17	11072	189	-17	17	11072	189	-17	17	11072	189	-17	17	11072
190	-19	19	11091	190	-19	19	11091	190	-19	19	11091	190	-19	19	11091	190	-19	19	11091	190	-19	19	11091	190	-19	19	11091
191	-18	18	11109	191	-18	18	11109	191	-18	18	11109	191	-18	18	11109	191	-18	18	11109	191	-18	18	11109	191	-18	18	11109
192	-135	36	11145	192	-135	36	11145	192	-135	36	11145	192	-135	36	11145	192	-135	36	11145	192	-135	36	11145	192	-135	36	11145
193	-30	30	11175	193	-30	30	11175	193	-30	30	11175	193	-30	30	11175	193	-30	30	11175	193	-30	30	11175	193	-30	30	11175
194	-13	13	11188	194	-13	13	11188	194	-13	13	11188	194	-13	13	11188	194	-13	13	11188	194	-13	13	11188	194	-13	13	11188
195	-19	19	11207	195	-19	19	11207	195	-19	19	11207	195	-19	19	11207	195	-19	19	11207	195	-19	19	11207	195	-19	19	11207
196	-140	41	11248	196	-140	41	11248	196	-140	41	11248	196	-140	41	11248	196	-140	41	11248	196	-140	41	11248	196	-140	41	11248
197	-21	21	11269	197	-21	21	11269	197	-21	21	11269	197	-21	21	11269	197	-21	21	11269	197	-21	21	11269	197	-21	21	11269
198	-118	19	11288	198	-118	19	11288	198	-118	19	11288	198	-118	19	11288	198	-118	19	11288	198	-118	19	11288	198	-118	19	11288
199	-32	32	11320	199	-32	32	11320	199	-32	32	11320	199	-32	32	11320	199	-32	32	11320	199	-32	32	11320	199	-32	32	11320
